Date,Open,High,Low,Close,Volume,symbole_action,nom_entreprise
2020-08-12,180.37259864019123,181.7127803121709,178.24408719116312,180.88502502441406,3427655.0,VWS.CO,Vestas Wind Systems
2020-08-13,180.7273608902241,183.92015075683594,179.1900967073312,183.92015075683594,3639655.0,VWS.CO,Vestas Wind Systems
2020-08-14,183.17124002200376,183.7624874081855,181.87046870683346,183.052978515625,2078840.0,VWS.CO,Vestas Wind Systems
2020-08-17,181.87045413150008,184.590243013824,180.7273548921589,184.03839111328125,1562110.0,VWS.CO,Vestas Wind Systems
2020-08-18,183.683654236126,185.8910169398065,181.35804506067936,182.5011444091797,2165180.0,VWS.CO,Vestas Wind Systems
2020-08-19,182.50112624682444,184.35373431440826,182.06753584492807,182.65879821777344,2147400.0,VWS.CO,Vestas Wind Systems
2020-08-20,182.81647824726303,182.81647824726303,179.74193482393892,180.8061981201172,2016755.0,VWS.CO,Vestas Wind Systems
2020-08-21,181.6733804018024,183.17123413085938,180.53028110761608,183.17123413085938,1746190.0,VWS.CO,Vestas Wind Systems
2020-08-24,184.2748983875356,189.24144518259433,183.99897995650048,187.7436065673828,2232655.0,VWS.CO,Vestas Wind Systems
2020-08-25,187.42827114830195,188.0195335482218,185.10266209780602,186.67935180664062,1706710.0,VWS.CO,Vestas Wind Systems
2020-08-26,186.08809993779926,189.5568084716797,184.86617962890773,189.5568084716797,1802775.0,VWS.CO,Vestas Wind Systems
2020-08-27,189.39911602242645,190.7787232057892,185.10265257513407,185.96983337402344,2088250.0,VWS.CO,Vestas Wind Systems
2020-08-28,185.26032447022612,187.3888509558605,183.44714192457909,185.7727508544922,2118515.0,VWS.CO,Vestas Wind Systems
2020-08-31,185.8515994994347,188.0589470840006,185.41800907062995,186.9158477783203,2251255.0,VWS.CO,Vestas Wind Systems
2020-09-01,187.62533405063252,188.92610518033368,184.11721560230035,184.86614990234375,2117575.0,VWS.CO,Vestas Wind Systems
2020-09-02,187.66478827499665,195.03578069523877,187.62536276031645,192.4736785888672,3210220.0,VWS.CO,Vestas Wind Systems
2020-09-03,195.98177771157972,197.87379624091656,189.00495092666017,190.8575439453125,3029585.0,VWS.CO,Vestas Wind Systems
2020-09-04,187.78302925615918,188.84729257498762,180.0178570982782,182.2252197265625,3487865.0,VWS.CO,Vestas Wind Systems
2020-09-07,182.2646395103343,188.6107786738494,182.2646395103343,188.21661376953125,2042515.0,VWS.CO,Vestas Wind Systems
2020-09-08,188.53195055558783,188.53195055558783,178.3623340173356,181.27920532226562,3737000.0,VWS.CO,Vestas Wind Systems
2020-09-09,181.90988508187704,188.21661376953125,181.90988508187704,188.21661376953125,2318975.0,VWS.CO,Vestas Wind Systems
2020-09-10,188.0589464199385,188.1772079232853,184.43258109442678,185.5362548828125,1990560.0,VWS.CO,Vestas Wind Systems
2020-09-11,185.5362548828125,185.9698453100862,183.56540023987935,185.5362548828125,1228735.0,VWS.CO,Vestas Wind Systems
2020-09-14,186.63990758253794,189.00494190868633,185.06323306819831,186.0486602783203,1478465.0,VWS.CO,Vestas Wind Systems
2020-09-15,187.23118293605404,188.41369266310164,185.65449327570596,187.1917724609375,1621415.0,VWS.CO,Vestas Wind Systems
2020-09-16,187.5859424178677,191.17289720731065,186.9158440313947,190.7787322998047,2271770.0,VWS.CO,Vestas Wind Systems
2020-09-17,190.93638985468766,191.96124267578125,188.8472887726216,191.96124267578125,2086665.0,VWS.CO,Vestas Wind Systems
2020-09-18,191.96124599677327,192.39483642578125,190.2268842807414,192.39483642578125,3171160.0,VWS.CO,Vestas Wind Systems
2020-09-21,191.88240564652656,192.04007762375196,188.4136973297045,190.18746948242188,1786115.0,VWS.CO,Vestas Wind Systems
2020-09-22,191.36997537211752,192.6707466033039,187.034101341017,188.9655303955078,1841230.0,VWS.CO,Vestas Wind Systems
2020-09-23,190.18746990211835,191.60648762742366,188.768452176813,190.7787322998047,1342615.0,VWS.CO,Vestas Wind Systems
2020-09-24,187.34944532708673,191.0546618330101,187.11295238342575,188.76846313476562,1905810.0,VWS.CO,Vestas Wind Systems
2020-09-25,188.5713653564453,188.68961181867348,186.00924840770347,188.5713653564453,2059215.0,VWS.CO,Vestas Wind Systems
2020-09-28,189.2020371877015,192.67074541300892,189.2020371877015,192.07948303222656,1677735.0,VWS.CO,Vestas Wind Systems
2020-09-29,192.1583267511485,195.31169115721517,190.89698098872185,194.9175262451172,1962580.0,VWS.CO,Vestas Wind Systems
2020-09-30,193.1437582367832,203.1951140765139,192.59192133336373,202.99803161621094,4239350.0,VWS.CO,Vestas Wind Systems
2020-10-01,203.2936498724035,208.7134998857731,199.8446544093501,206.93972778320312,3413725.0,VWS.CO,Vestas Wind Systems
2020-10-02,205.85574402653876,207.8265985027581,203.19509349092795,206.84117126464844,1963865.0,VWS.CO,Vestas Wind Systems
2020-10-05,209.89602018728513,211.96542358398438,205.46159722558193,211.96542358398438,2246860.0,VWS.CO,Vestas Wind Systems
2020-10-06,212.95084180287532,213.24645795853928,208.5164190307912,209.50184631347656,2138595.0,VWS.CO,Vestas Wind Systems
2020-10-07,211.0785172752949,218.0750568753293,210.88143482946862,216.30128479003906,2724430.0,VWS.CO,Vestas Wind Systems
2020-10-08,216.59693234973088,218.46923828125,214.330446460336,218.46923828125,2114590.0,VWS.CO,Vestas Wind Systems
2020-10-09,219.75028711721438,220.44008321747177,211.7683200010765,214.82315063476562,3005945.0,VWS.CO,Vestas Wind Systems
2020-10-12,216.5969271942406,223.0022047520896,215.51295113141822,222.90365600585938,2812790.0,VWS.CO,Vestas Wind Systems
2020-10-13,223.98763200481818,224.97305932112937,220.73571885370575,222.70657348632812,1818170.0,VWS.CO,Vestas Wind Systems
2020-10-14,224.3817999780345,229.80165029168958,223.00220773094796,228.2249755859375,2518735.0,VWS.CO,Vestas Wind Systems
2020-10-15,221.03135005588462,225.07159303090395,219.15902913303682,222.70657348632812,2978070.0,VWS.CO,Vestas Wind Systems
2020-10-16,225.56429169261122,226.45118524018346,220.73570417828194,223.29782104492188,2300295.0,VWS.CO,Vestas Wind Systems
2020-10-19,223.88907471751972,224.57887080533715,220.14444805110466,221.22842407226562,1530335.0,VWS.CO,Vestas Wind Systems
2020-10-20,219.65174158759498,221.72114495508006,217.48380451087527,220.341552734375,2070695.0,VWS.CO,Vestas Wind Systems
2020-10-21,220.83426301885277,221.9182240224525,214.33043685154533,214.42898559570312,2636815.0,VWS.CO,Vestas Wind Systems
2020-10-22,212.85229254657153,213.54208863550187,208.7135009765625,208.7135009765625,3160960.0,VWS.CO,Vestas Wind Systems
2020-10-23,208.61495244552637,210.0930933674877,205.26450570365145,209.30474853515625,3016035.0,VWS.CO,Vestas Wind Systems
2020-10-26,205.85576488167382,208.41788197489618,202.01260427826816,202.99803161621094,2422160.0,VWS.CO,Vestas Wind Systems
2020-10-27,201.81550781497768,205.26450325846852,197.97233244180322,204.9688720703125,2890455.0,VWS.CO,Vestas Wind Systems
2020-10-28,203.09657919492685,208.02371585626494,200.53446211645993,200.6330108642578,3129565.0,VWS.CO,Vestas Wind Systems
2020-10-29,205.95431291645664,216.59693113665,205.16596804154827,215.90713500976562,4836535.0,VWS.CO,Vestas Wind Systems
2020-10-30,216.00566045109605,218.86340863367005,213.8377234054233,215.02023315429688,2947320.0,VWS.CO,Vestas Wind Systems
2020-11-02,218.76484981699068,218.76484981699068,210.09308699713995,211.17706298828125,3505180.0,VWS.CO,Vestas Wind Systems
2020-11-03,214.8231533081609,219.55320739746094,213.04938114511995,219.55320739746094,3133700.0,VWS.CO,Vestas Wind Systems
2020-11-04,197.87380257351,216.39983860791207,191.76415639100162,211.8668670654297,8482760.0,VWS.CO,Vestas Wind Systems
2020-11-05,223.691980655695,228.22495191703285,219.5531893072361,227.14097595214844,4836410.0,VWS.CO,Vestas Wind Systems
2020-11-06,228.2249671801913,228.2249671801913,220.44008253999127,226.94390869140625,3427005.0,VWS.CO,Vestas Wind Systems
2020-11-09,244.38596463968062,244.38596463968062,220.04591391067524,220.6371612548828,6341520.0,VWS.CO,Vestas Wind Systems
2020-11-10,226.3526365781708,228.52057352338005,217.38525761470828,223.49490356445312,3892105.0,VWS.CO,Vestas Wind Systems
2020-11-11,222.7065710889812,234.13753384971227,220.93279893142952,232.06813049316406,3145385.0,VWS.CO,Vestas Wind Systems
2020-11-12,231.96958271119854,238.37486022486675,229.1118495273637,233.6448211669922,3245180.0,VWS.CO,Vestas Wind Systems
2020-11-13,232.56084359175105,233.74335334849144,229.3089304833945,231.08270263671875,2397065.0,VWS.CO,Vestas Wind Systems
2020-11-16,231.96957152354113,232.16666900513633,222.70656127278366,227.83078002929688,3718455.0,VWS.CO,Vestas Wind Systems
2020-11-17,227.83078780369115,230.78706969137681,226.84536050779593,227.92933654785156,2355215.0,VWS.CO,Vestas Wind Systems
2020-11-18,228.22496106335694,230.58998048970628,226.3526402341058,229.60455322265625,2443535.0,VWS.CO,Vestas Wind Systems
2020-11-19,227.33807049502025,235.91128482397264,226.05701202369931,234.9258575439453,2615065.0,VWS.CO,Vestas Wind Systems
2020-11-20,235.51712547258325,244.8786848532926,235.221494274328,244.78013610839844,4000850.0,VWS.CO,Vestas Wind Systems
2020-11-23,246.35682441247138,246.84953806129633,240.6413430788166,242.0209503173828,2612745.0,VWS.CO,Vestas Wind Systems
2020-11-24,243.9918005493384,245.765557624246,234.03897900649153,234.9258575439453,4312755.0,VWS.CO,Vestas Wind Systems
2020-11-25,235.22149658203125,235.911292693776,230.6885399645461,235.22149658203125,3167300.0,VWS.CO,Vestas Wind Systems
2020-11-26,235.71420209010049,236.40399817799977,230.78706569592435,234.1375274658203,1810605.0,VWS.CO,Vestas Wind Systems
2020-11-27,234.53168272971573,243.59761031534384,231.3783185742485,243.2034454345703,3347190.0,VWS.CO,Vestas Wind Systems
2020-11-30,243.79470517322565,253.45191064474906,243.20345782195065,251.38250732421875,6099860.0,VWS.CO,Vestas Wind Systems
2020-12-01,252.26937421166505,253.64896633731453,244.9772186279297,244.9772186279297,3853675.0,VWS.CO,Vestas Wind Systems
2020-12-02,243.69617509669902,252.07230717417582,242.11948539695598,244.78013610839844,2529165.0,VWS.CO,Vestas Wind Systems
2020-12-03,245.66703247914762,247.04662470469137,235.6156768798828,235.6156768798828,3392075.0,VWS.CO,Vestas Wind Systems
2020-12-04,237.58652552246735,238.86756896972656,234.3346124597026,238.86756896972656,3124190.0,VWS.CO,Vestas Wind Systems
2020-12-07,239.45881197859904,245.7655401066749,239.45881197859904,244.2873992919922,2324775.0,VWS.CO,Vestas Wind Systems
2020-12-08,245.7655479336165,247.0466063544248,242.7107325078405,244.38595581054688,1849465.0,VWS.CO,Vestas Wind Systems
2020-12-09,246.75098324519269,248.52475534460095,242.71074044610222,245.0757598876953,2299490.0,VWS.CO,Vestas Wind Systems
2020-12-10,246.15975697273043,247.53934925900631,236.40401710916854,241.03553771972656,2885065.0,VWS.CO,Vestas Wind Systems
2020-12-11,242.41511026105695,246.65245056152344,240.83842060251183,246.65245056152344,2600590.0,VWS.CO,Vestas Wind Systems
2020-12-14,248.52475824258326,250.19998161961496,244.58304910301356,250.00289916992188,2031110.0,VWS.CO,Vestas Wind Systems
2020-12-15,250.6927051298061,253.84608459472656,246.7509958350832,253.84608459472656,2345795.0,VWS.CO,Vestas Wind Systems
2020-12-16,254.2402419950723,256.90090771951134,251.9737562103114,254.53585815429688,2316510.0,VWS.CO,Vestas Wind Systems
2020-12-17,257.7877504347454,260.9410992952576,255.71834738927944,258.1819152832031,2765490.0,VWS.CO,Vestas Wind Systems
2020-12-18,260.0542694510938,264.2916250639712,258.08341476776167,262.7149353027344,4496675.0,VWS.CO,Vestas Wind Systems
2020-12-21,260.2513536482153,266.06536865234375,256.5067118975437,266.06536865234375,2424990.0,VWS.CO,Vestas Wind Systems
2020-12-22,267.3464032267762,276.70796218339694,266.85368959748035,276.5108947753906,2398120.0,VWS.CO,Vestas Wind Systems
2020-12-23,280.84679858333504,283.0147508120683,271.0910736997484,274.1459045410156,2312115.0,VWS.CO,Vestas Wind Systems
2020-12-24,,,,,,VWS.CO,Vestas Wind Systems
2020-12-28,278.1861404284014,290.7010803222656,276.41238315388307,290.7010803222656,2395990.0,VWS.CO,Vestas Wind Systems
2020-12-29,292.7704510880525,294.24859200898896,285.18264899810373,287.54766845703125,2091045.0,VWS.CO,Vestas Wind Systems
2020-12-30,285.9709990019829,290.2083241333628,283.7044982910156,283.7044982910156,2342115.0,VWS.CO,Vestas Wind Systems
2020-12-31,,,,,,VWS.CO,Vestas Wind Systems
2021-01-04,284.7884935394295,293.06607695645437,283.4089013154012,290.9966735839844,3747495.0,VWS.CO,Vestas Wind Systems
2021-01-05,291.0952366632434,292.08066402505045,284.59141006074526,288.4346008300781,3232730.0,VWS.CO,Vestas Wind Systems
2021-01-06,294.24861307912784,299.5699147609686,294.24861307912784,297.59906005859375,3536290.0,VWS.CO,Vestas Wind Systems
2021-01-07,304.2999288137071,308.34018663351,301.4421957465283,307.45330810546875,4105055.0,VWS.CO,Vestas Wind Systems
2021-01-08,309.4241626446064,316.32215353158807,306.46788083589996,307.45330810546875,4121840.0,VWS.CO,Vestas Wind Systems
2021-01-11,305.482487643038,306.76353120723695,293.9529752738192,299.86553955078125,3479455.0,VWS.CO,Vestas Wind Systems
2021-01-12,298.58448653774497,300.4567924849616,280.0584644186709,280.9453430175781,5780605.0,VWS.CO,Vestas Wind Systems
2021-01-13,277.4963282383757,287.54766845703125,269.61290999338127,287.54766845703125,6029795.0,VWS.CO,Vestas Wind Systems
2021-01-14,287.547682701384,288.3360426086491,282.91619229673034,284.985595703125,3260520.0,VWS.CO,Vestas Wind Systems
2021-01-15,277.00360347272283,281.83219093927977,266.0653550825368,268.6274719238281,5425975.0,VWS.CO,Vestas Wind Systems
2021-01-18,266.45953661655426,273.1604603181504,262.51782740603466,271.1896057128906,3034365.0,VWS.CO,Vestas Wind Systems
2021-01-19,274.2444190053606,281.14241044352633,270.4012583615252,280.9453430175781,3578310.0,VWS.CO,Vestas Wind Systems
2021-01-20,286.562238409003,287.0549520445569,275.13130612243566,282.4234619140625,4032815.0,VWS.CO,Vestas Wind Systems
2021-01-21,285.7739371682084,293.6573561245728,284.98560730171465,293.5588073730469,3713295.0,VWS.CO,Vestas Wind Systems
2021-01-22,293.36174526066753,295.0369537755477,285.77394234847884,288.3360595703125,2753535.0,VWS.CO,Vestas Wind Systems
2021-01-25,292.967518211576,292.967518211576,283.01472674536797,286.75933837890625,3033415.0,VWS.CO,Vestas Wind Systems
2021-01-26,282.62055703572054,285.182674206389,276.1167604669902,276.90509033203125,2672740.0,VWS.CO,Vestas Wind Systems
2021-01-27,275.3284002959994,275.4269490472603,255.02859052338312,261.4338684082031,6185875.0,VWS.CO,Vestas Wind Systems
2021-01-28,254.63440713240178,269.2187491489287,243.59762443053052,268.0362243652344,5640105.0,VWS.CO,Vestas Wind Systems
2021-01-29,264.7843232023047,268.0362212099008,258.47756452731784,262.9119873046875,3516595.0,VWS.CO,Vestas Wind Systems
2021-02-01,263.70034675205517,267.64205588116556,259.0688264962089,261.7294921875,2637585.0,VWS.CO,Vestas Wind Systems
2021-02-02,265.0799569551036,270.30270987712123,263.3061997555502,266.6566467285156,2510185.0,VWS.CO,Vestas Wind Systems
2021-02-03,268.4303912218141,274.54005252726137,266.45953661655426,271.1896057128906,2760060.0,VWS.CO,Vestas Wind Systems
2021-02-04,272.96334243846627,276.7079538796003,263.89739990234375,263.89739990234375,2643820.0,VWS.CO,Vestas Wind Systems
2021-02-05,265.0799092239147,269.02161791125917,260.54693821889845,263.30615234375,2690580.0,VWS.CO,Vestas Wind Systems
2021-02-08,263.3061663617531,264.1930448490515,253.74751025691484,261.9265441894531,3895980.0,VWS.CO,Vestas Wind Systems
2021-02-09,256.21110307311767,257.0979816461074,251.87522888183594,251.87522888183594,4598990.0,VWS.CO,Vestas Wind Systems
2021-02-10,250.88980382164024,250.88980382164024,237.78361734682125,242.11949157714844,6346130.0,VWS.CO,Vestas Wind Systems
2021-02-11,237.98068560086764,256.30963882941825,237.78360315423924,256.2110900878906,4125230.0,VWS.CO,Vestas Wind Systems
2021-02-12,260.15281494737303,261.23679102422483,252.66356122977146,256.408203125,3517945.0,VWS.CO,Vestas Wind Systems
2021-02-15,259.16738971684725,262.1236717288265,257.7877974591614,260.34991455078125,2353970.0,VWS.CO,Vestas Wind Systems
2021-02-16,262.1236834059629,269.9085537030723,259.8572124582872,269.3172912597656,3328570.0,VWS.CO,Vestas Wind Systems
2021-02-17,269.61291914299056,271.189608860067,262.123665541519,263.2076416015625,3031155.0,VWS.CO,Vestas Wind Systems
2021-02-18,260.7440690226092,266.8537002254945,255.7183837890625,255.7183837890625,3082570.0,VWS.CO,Vestas Wind Systems
2021-02-19,255.81692982586085,256.21109472625346,245.46994330806987,251.18540954589844,3709750.0,VWS.CO,Vestas Wind Systems
2021-02-22,250.0028948295132,250.19997727578462,242.51365661621094,242.51365661621094,2754260.0,VWS.CO,Vestas Wind Systems
2021-02-23,238.96611511754213,243.1049066813647,225.56429811081227,234.1375274658203,6154125.0,VWS.CO,Vestas Wind Systems
2021-02-24,232.7579291054167,236.10839100273128,222.21385982817253,222.70657348632812,5455205.0,VWS.CO,Vestas Wind Systems
2021-02-25,226.64828091076473,236.60110273924317,226.64828091076473,233.25064086914062,4889940.0,VWS.CO,Vestas Wind Systems
2021-02-26,231.96957907455854,232.46229272173173,223.88907826820397,227.53515625,5015665.0,VWS.CO,Vestas Wind Systems
2021-03-01,231.18125144774277,235.91129047605708,228.81621689715823,231.27978515625,3037955.0,VWS.CO,Vestas Wind Systems
2021-03-02,231.77248831801353,232.85646431752394,225.85992476379673,226.45118713378906,2802725.0,VWS.CO,Vestas Wind Systems
2021-03-03,226.943909388875,227.5351567449125,213.345009690031,214.82315063476562,4685300.0,VWS.CO,Vestas Wind Systems
2021-03-04,211.47270328750884,218.46922805240862,210.1916447981413,213.8377227783203,4495425.0,VWS.CO,Vestas Wind Systems
2021-03-05,211.17705933585523,213.44354498222452,205.16594719154006,205.46157836914062,5246915.0,VWS.CO,Vestas Wind Systems
2021-03-08,208.91059186717285,211.66979137081725,201.91405187969175,210.191650390625,3743035.0,VWS.CO,Vestas Wind Systems
2021-03-09,214.42898352143897,226.45119340746143,209.3047496033464,224.18470764160156,5249625.0,VWS.CO,Vestas Wind Systems
2021-03-10,225.5643011016533,228.52058297735744,219.65173735024507,226.5497283935547,3455605.0,VWS.CO,Vestas Wind Systems
2021-03-11,226.35264300979534,237.29089182275357,224.38178845152734,234.33460998535156,4650120.0,VWS.CO,Vestas Wind Systems
2021-03-12,235.12295298228,235.32003542928442,227.53515096298193,231.18124389648438,2847620.0,VWS.CO,Vestas Wind Systems
2021-03-15,236.89670898425572,236.89670898425572,228.61912595560622,229.60455322265625,2928020.0,VWS.CO,Vestas Wind Systems
2021-03-16,229.40748660294693,231.57542373273378,225.4657772628153,230.78707885742188,3689955.0,VWS.CO,Vestas Wind Systems
2021-03-17,229.9987266206025,230.29435781893574,213.34501120614846,217.38526916503906,5635775.0,VWS.CO,Vestas Wind Systems
2021-03-18,220.73570748505125,221.12987237670384,212.45812446893254,216.30128479003906,4258490.0,VWS.CO,Vestas Wind Systems
2021-03-19,214.62607850566525,222.01678358481055,211.47271401251552,219.84884643554688,5664980.0,VWS.CO,Vestas Wind Systems
2021-03-22,218.76484251465374,227.83076991788573,215.80856085905032,223.79052734375,3276660.0,VWS.CO,Vestas Wind Systems
2021-03-23,228.12641836773537,230.39290414930068,222.0167721573968,226.746826171875,3539350.0,VWS.CO,Vestas Wind Systems
2021-03-24,225.1701189592711,227.4366045643958,220.83424522145293,223.1992645263672,3245945.0,VWS.CO,Vestas Wind Systems
2021-03-25,220.93279465788527,227.0424408277812,218.863406377793,224.3817901611328,3735220.0,VWS.CO,Vestas Wind Systems
2021-03-26,227.0424535531719,235.32005224676928,226.057026211298,233.94044494628906,4227820.0,VWS.CO,Vestas Wind Systems
2021-03-29,235.81275395136817,240.54280795962143,231.08269994311493,239.85299682617188,3399525.0,VWS.CO,Vestas Wind Systems
2021-03-30,242.31656826594957,245.66703012454357,240.5428111462304,245.37139892578125,3610070.0,VWS.CO,Vestas Wind Systems
2021-03-31,246.4553662737686,257.6892311386655,244.6815941802515,256.6052551269531,5838735.0,VWS.CO,Vestas Wind Systems
2021-04-01,,,,,,VWS.CO,Vestas Wind Systems
2021-04-05,,,,,,VWS.CO,Vestas Wind Systems
2021-04-06,269.80998459107906,269.80998459107906,246.1597442626953,246.1597442626953,6429880.0,VWS.CO,Vestas Wind Systems
2021-04-07,247.5787592396444,249.4707778434364,239.498243383972,241.4296875,4034400.0,VWS.CO,Vestas Wind Systems
2021-04-08,241.4296787223106,248.5641774984835,240.4836619365954,247.1845703125,2749380.0,VWS.CO,Vestas Wind Systems
2021-04-09,247.98818943439133,251.55978163948387,244.85311355935505,248.9803009033203,2322350.0,VWS.CO,Vestas Wind Systems
2021-04-12,248.86124586229005,249.6152602934104,238.1464385986328,238.1464385986328,2790210.0,VWS.CO,Vestas Wind Systems
2021-04-13,240.09098879496258,242.15458258138096,236.59875199191447,238.1067657470703,2789340.0,VWS.CO,Vestas Wind Systems
2021-04-14,238.18613592825156,240.01161749481997,234.9716891483564,235.88442993164062,2728430.0,VWS.CO,Vestas Wind Systems
2021-04-15,235.96379322357936,241.5593014234258,232.51124947603662,240.6465606689453,2717880.0,VWS.CO,Vestas Wind Systems
2021-04-16,240.0909714237336,247.15480011884844,239.01948923878598,246.04364013671875,9760730.0,VWS.CO,Vestas Wind Systems
2021-04-19,248.02786638897766,249.57555785309776,242.27361686106948,242.55140686035156,2684040.0,VWS.CO,Vestas Wind Systems
2021-04-20,242.07520428775058,243.06731578073317,233.9002001357429,234.45579528808594,3819340.0,VWS.CO,Vestas Wind Systems
